CLIENTNUM,Attrition_Flag,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,age_range,months_on_book_range,Credit_Limit_range,Avg_Open_To_Buy_range,Total_Amt_Chng_Q4_Q1_range,Total_Trans_Amtrange,Total_Ct_Chng_Q4_Q1_range,Avg_Utilization_Ratio_range,Total_Revolving_Bal_range,Total_Trans_Ct_range,Prediction
714500883,Existing Customer,Female,3,Graduate,Married,Unknown,Blue,36,4,2,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
789467508,Existing Customer,Female,0,Graduate,Married,$40K - $60K,Blue,56,5,3,0,65+,49-72,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.503-0.999,1276.0-1784.0,45.0-67.0,Existing Customer
710317758,Existing Customer,Female,3,High School,Married,Unknown,Blue,29,4,2,2,30-39,19-32,11067.5-34516.0,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
711231558,Existing Customer,Male,3,High School,Married,$60K - $80K,Blue,40,6,1,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
716829483,Existing Customer,Female,3,Post-Graduate,Married,$40K - $60K,Blue,28,4,2,2,30-39,19-32,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
779713608,Existing Customer,Male,2,High School,Married,$120K +,Blue,36,5,1,2,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
711628458,Existing Customer,Female,3,Graduate,Married,Less than $40K,Blue,31,4,1,0,40-49,19-32,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,0.582-0.702,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
718943508,Existing Customer,Male,3,Unknown,Single,$80K - $120K,Blue,33,3,3,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
770724558,Attrited Customer,Male,2,College,Married,$60K - $80K,Blue,28,6,1,3,40-49,19-32,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
783561558,Existing Customer,Male,4,Post-Graduate,Married,$120K +,Blue,51,4,2,3,50-59,49-72,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,0.582-0.702,-0.001-0.023,-0.001-359.0,45.0-67.0,Existing Customer
719309958,Attrited Customer,Male,3,Doctorate,Single,$80K - $120K,Blue,35,4,1,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
788785083,Existing Customer,Female,3,College,Unknown,Less than $40K,Blue,25,6,3,2,40-49,19-32,2555.0-4549.0,1324.5-3474.0,0.631-0.736,3899.0-4741.0,-0.001-0.582,0.176-0.503,359.0-1276.0,67.0-81.0,Existing Customer
780481308,Existing Customer,Female,3,Graduate,Married,Unknown,Blue,24,3,2,2,30-39,19-32,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
711757383,Existing Customer,Female,3,Unknown,Married,Less than $40K,Blue,42,4,1,2,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
787550808,Existing Customer,Male,2,Graduate,Married,$40K - $60K,Blue,40,5,1,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
779863533,Existing Customer,Male,1,Graduate,Married,$80K - $120K,Blue,21,6,2,0,30-39,19-32,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
714529233,Existing Customer,Female,2,Graduate,Married,Less than $40K,Blue,24,3,1,3,30-39,19-32,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
708177333,Existing Customer,Female,2,High School,Married,Less than $40K,Silver,36,5,3,0,50-59,32-48,11067.5-34516.0,3474.0-9859.0,0.631-0.736,509.999-2155.5,0.818-3.714,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
812019933,Existing Customer,Male,1,Uneducated,Married,$40K - $60K,Blue,56,3,3,2,65+,49-72,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.582-0.702,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
708557358,Existing Customer,Male,2,College,Married,$60K - $80K,Blue,28,4,2,3,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,45.0-67.0,Existing Customer
713580633,Existing Customer,Male,3,Graduate,Married,$40K - $60K,Blue,32,6,2,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
711466533,Existing Customer,Female,2,Graduate,Married,Less than $40K,Blue,33,5,2,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
802276683,Existing Customer,Male,3,Graduate,Married,$80K - $120K,Blue,50,3,3,3,50-59,49-72,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
780913308,Existing Customer,Male,3,Unknown,Single,$60K - $80K,Blue,34,6,2,0,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,0.702-0.818,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
808897683,Attrited Customer,Male,1,Graduate,Single,$80K - $120K,Blue,48,3,3,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,2155.5-3899.0,-0.001-0.582,0.023-0.176,1276.0-1784.0,45.0-67.0,Attrited Customer
719428308,Existing Customer,Male,2,High School,Unknown,$60K - $80K,Blue,41,6,2,2,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,0.818-3.714,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
713010483,Existing Customer,Female,3,Graduate,Married,$40K - $60K,Blue,36,6,1,3,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.631-0.736,509.999-2155.5,0.582-0.702,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
717006333,Existing Customer,Male,3,High School,Married,$80K - $120K,Blue,36,6,1,2,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,509.999-2155.5,0.702-0.818,0.503-0.999,359.0-1276.0,9.999-45.0,Existing Customer
787621158,Existing Customer,Male,2,Unknown,Married,$60K - $80K,Blue,25,6,3,3,30-39,19-32,4549.0-11067.5,3474.0-9859.0,0.859-3.397,2155.5-3899.0,-0.001-0.582,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
716924058,Existing Customer,Female,2,Uneducated,Married,$40K - $60K,Blue,49,3,1,3,50-59,49-72,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
720916683,Existing Customer,Male,3,Graduate,Single,$80K - $120K,Blue,26,4,3,2,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
720923658,Existing Customer,Male,3,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
712710708,Existing Customer,Male,2,High School,Single,$40K - $60K,Blue,36,5,2,0,50-59,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
718939083,Attrited Customer,Female,2,Graduate,Married,Less than $40K,Blue,45,3,1,3,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,-0.001-0.582,0.176-0.503,-0.001-359.0,9.999-45.0,Attrited Customer
779519058,Existing Customer,Female,3,Post-Graduate,Divorced,Unknown,Platinum,34,3,1,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
719085933,Existing Customer,Male,3,Graduate,Single,$80K - $120K,Blue,24,4,1,2,30-39,19-32,11067.5-34516.0,9859.0-34516.0,0.859-3.397,2155.5-3899.0,0.818-3.714,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
715124958,Existing Customer,Male,3,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
712979133,Attrited Customer,Male,4,High School,Married,$80K - $120K,Blue,41,2,2,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Attrited Customer
712006308,Existing Customer,Female,0,College,Divorced,Less than $40K,Blue,35,6,1,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,0.582-0.702,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
710801133,Existing Customer,Male,2,Uneducated,Married,$60K - $80K,Blue,36,6,1,2,30-39,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,2155.5-3899.0,0.582-0.702,0.176-0.503,1784.0-2517.0,45.0-67.0,Existing Customer
712490283,Existing Customer,Female,4,Graduate,Married,$40K - $60K,Blue,41,4,3,3,50-59,32-48,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.702-0.818,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
720071583,Attrited Customer,Female,2,Unknown,Married,Less than $40K,Blue,36,5,1,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Attrited Customer
717958833,Existing Customer,Male,4,Graduate,Married,$60K - $80K,Blue,35,5,1,2,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
812420358,Attrited Customer,Female,0,Graduate,Married,Less than $40K,Blue,56,3,3,3,65+,49-72,1438.299-2555.0,1324.5-3474.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Attrited Customer
712370208,Existing Customer,Male,1,Uneducated,Unknown,$60K - $80K,Blue,35,3,2,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
715940358,Existing Customer,Female,1,Graduate,Married,Less than $40K,Blue,42,6,2,2,50-59,32-48,4549.0-11067.5,1324.5-3474.0,0.736-0.859,509.999-2155.5,0.702-0.818,0.176-0.503,1784.0-2517.0,45.0-67.0,Existing Customer
715041333,Existing Customer,Male,3,Doctorate,Married,$60K - $80K,Blue,29,3,1,3,30-39,19-32,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,-0.001-0.582,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
712797258,Existing Customer,Male,3,Graduate,Married,$120K +,Blue,33,3,1,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,0.582-0.702,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
769170558,Existing Customer,Male,3,Graduate,Single,$60K - $80K,Blue,47,6,4,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.702-0.818,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
715884858,Existing Customer,Male,2,High School,Married,$80K - $120K,Blue,36,5,3,3,30-39,32-48,1438.299-2555.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
796343058,Existing Customer,Female,2,High School,Single,Less than $40K,Blue,43,4,1,2,40-49,32-48,2555.0-4549.0,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
783910008,Existing Customer,Female,0,Unknown,Married,Less than $40K,Blue,31,5,2,2,30-39,19-32,2555.0-4549.0,2.999-1324.5,0.736-0.859,509.999-2155.5,-0.001-0.582,0.503-0.999,1276.0-1784.0,45.0-67.0,Existing Customer
718888308,Existing Customer,Male,3,Graduate,Single,$80K - $120K,Blue,36,4,3,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
785114808,Existing Customer,Male,2,Post-Graduate,Single,$40K - $60K,Silver,40,4,2,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
709852908,Existing Customer,Female,3,Uneducated,Single,Less than $40K,Blue,36,5,3,3,40-49,32-48,2555.0-4549.0,3474.0-9859.0,0.736-0.859,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
823528833,Existing Customer,Female,1,Unknown,Single,Less than $40K,Blue,46,4,2,3,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.503-0.999,359.0-1276.0,9.999-45.0,Existing Customer
719679858,Existing Customer,Female,2,Uneducated,Married,$40K - $60K,Blue,47,3,2,2,50-59,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
827108583,Existing Customer,Male,3,High School,Single,$120K +,Blue,51,3,1,3,50-59,49-72,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
787833333,Existing Customer,Male,3,College,Unknown,$80K - $120K,Blue,35,6,1,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
719781183,Existing Customer,Male,4,High School,Married,$80K - $120K,Blue,38,4,1,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
710429358,Existing Customer,Male,1,High School,Married,$40K - $60K,Blue,48,5,1,3,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,-0.001-0.582,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
798792408,Attrited Customer,Male,3,High School,Married,$80K - $120K,Blue,42,1,1,3,40-49,32-48,4549.0-11067.5,9859.0-34516.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
710280558,Existing Customer,Male,1,Graduate,Single,$60K - $80K,Blue,39,3,3,2,50-59,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.702-0.818,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
809825358,Existing Customer,Female,3,Uneducated,Married,Less than $40K,Blue,48,6,1,3,50-59,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
714451833,Existing Customer,Female,1,Doctorate,Single,Less than $40K,Blue,36,6,2,2,40-49,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
713943783,Existing Customer,Male,4,Post-Graduate,Married,$60K - $80K,Blue,32,5,3,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
710706558,Existing Customer,Female,4,Graduate,Single,Less than $40K,Blue,42,3,1,3,50-59,32-48,2555.0-4549.0,2.999-1324.5,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
713620308,Existing Customer,Female,2,High School,Married,Less than $40K,Blue,35,6,4,3,40-49,32-48,4549.0-11067.5,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
813453408,Existing Customer,Female,5,College,Married,Less than $40K,Blue,35,3,1,3,40-49,32-48,1438.299-2555.0,2.999-1324.5,-0.001-0.631,509.999-2155.5,0.818-3.714,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
818248383,Existing Customer,Male,2,Doctorate,Married,$60K - $80K,Blue,28,3,3,3,30-39,19-32,2555.0-4549.0,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
780106908,Existing Customer,Male,1,High School,Single,$80K - $120K,Blue,38,6,2,2,50-59,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
708938508,Existing Customer,Male,1,High School,Married,$40K - $60K,Blue,36,5,3,2,65+,32-48,4549.0-11067.5,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
709671708,Existing Customer,Male,0,Uneducated,Single,$80K - $120K,Blue,36,4,2,1,65+,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.582-0.702,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
711204483,Attrited Customer,Male,4,High School,Married,$60K - $80K,Blue,46,3,3,3,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,-0.001-0.582,0.503-0.999,1784.0-2517.0,9.999-45.0,Attrited Customer
801728658,Existing Customer,Male,2,Graduate,Single,$60K - $80K,Blue,47,6,3,0,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
713945883,Attrited Customer,Female,2,Graduate,Married,Less than $40K,Blue,52,4,2,2,65+,49-72,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Attrited Customer
779558733,Existing Customer,Female,4,Unknown,Married,Unknown,Silver,36,6,1,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
788370258,Existing Customer,Male,4,Graduate,Married,$60K - $80K,Blue,30,5,3,2,30-39,19-32,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,-0.001-0.582,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
714927333,Existing Customer,Female,0,Graduate,Married,Unknown,Blue,52,6,3,2,65+,49-72,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,0.582-0.702,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
710383158,Existing Customer,Male,3,Uneducated,Single,$80K - $120K,Silver,41,4,1,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
798007308,Existing Customer,Female,3,High School,Married,Unknown,Blue,51,6,1,0,50-59,49-72,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
711768858,Existing Customer,Male,2,High School,Married,$80K - $120K,Blue,36,3,2,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
714888633,Existing Customer,Male,1,Graduate,Married,$80K - $120K,Blue,42,3,3,4,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,509.999-2155.5,0.582-0.702,0.176-0.503,359.0-1276.0,45.0-67.0,Existing Customer
712650333,Existing Customer,Male,3,College,Married,$60K - $80K,Blue,37,3,3,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
719945433,Existing Customer,Female,1,Uneducated,Divorced,$40K - $60K,Blue,48,3,2,2,65+,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
720310458,Existing Customer,Male,1,Unknown,Single,$120K +,Blue,32,5,2,1,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,45.0-67.0,Existing Customer
718344033,Existing Customer,Male,2,College,Married,$120K +,Blue,35,4,3,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,0.582-0.702,0.176-0.503,359.0-1276.0,45.0-67.0,Existing Customer
715442958,Existing Customer,Male,2,Uneducated,Married,$60K - $80K,Blue,36,3,3,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
780326883,Existing Customer,Male,2,Doctorate,Married,$60K - $80K,Blue,40,3,3,3,50-59,32-48,11067.5-34516.0,3474.0-9859.0,0.631-0.736,2155.5-3899.0,0.582-0.702,0.023-0.176,1276.0-1784.0,45.0-67.0,Existing Customer
711157833,Existing Customer,Female,3,Graduate,Single,$40K - $60K,Blue,36,4,1,0,50-59,32-48,4549.0-11067.5,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
719704308,Existing Customer,Female,4,High School,Married,$40K - $60K,Blue,36,5,1,1,50-59,32-48,1438.299-2555.0,2.999-1324.5,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
708772308,Existing Customer,Male,3,Uneducated,Married,$80K - $120K,Blue,24,4,3,3,40-49,19-32,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,0.582-0.702,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
817663908,Existing Customer,Female,1,Graduate,Married,$40K - $60K,Blue,42,5,3,3,65+,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
780054258,Existing Customer,Male,5,Graduate,Unknown,$40K - $60K,Blue,25,6,2,3,40-49,19-32,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,0.702-0.818,0.023-0.176,359.0-1276.0,9.999-45.0,Attrited Customer
709990983,Existing Customer,Female,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.702-0.818,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
818045958,Existing Customer,Male,4,Graduate,Single,$40K - $60K,Blue,41,5,3,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,45.0-67.0,Existing Customer
716380683,Existing Customer,Female,3,High School,Married,Less than $40K,Blue,36,6,1,2,30-39,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
787480158,Existing Customer,Female,2,Unknown,Married,Less than $40K,Blue,45,4,2,0,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,509.999-2155.5,0.582-0.702,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
778461408,Existing Customer,Male,1,High School,Married,$80K - $120K,Blue,23,4,3,2,30-39,19-32,11067.5-34516.0,9859.0-34516.0,0.859-3.397,2155.5-3899.0,0.702-0.818,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
713861733,Existing Customer,Male,3,Graduate,Divorced,$80K - $120K,Blue,36,4,3,1,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.582-0.702,0.023-0.176,1276.0-1784.0,45.0-67.0,Existing Customer
789291633,Existing Customer,Male,0,Graduate,Married,$60K - $80K,Blue,51,3,2,0,65+,49-72,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,0.702-0.818,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
789513858,Attrited Customer,Male,3,Unknown,Married,$40K - $60K,Blue,35,2,2,3,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
778357458,Existing Customer,Female,5,Unknown,Single,Less than $40K,Blue,24,4,3,3,40-49,19-32,1438.299-2555.0,2.999-1324.5,0.631-0.736,509.999-2155.5,-0.001-0.582,0.503-0.999,359.0-1276.0,9.999-45.0,Attrited Customer
